,id,label
6279,262721,agree
6280,262722,agree
6281,262723,unrelated
6282,262724,unrelated
6283,262725,agree
6284,262726,agree
6285,262727,agree
6286,262728,unrelated
6287,262729,unrelated
6288,262730,agree
6289,262731,unrelated
6290,262732,unrelated
6291,262733,unrelated
6292,262734,agree
6293,262735,unrelated
6294,262736,agree
6295,262737,unrelated
6296,262738,unrelated
6297,262739,unrelated
6298,262740,agree
6299,262741,unrelated
6300,262742,agree
6301,262743,agree
6302,262744,unrelated
6303,262745,unrelated
6304,262746,agree
6305,262747,unrelated
6306,262748,agree
6307,262749,agree
6308,262750,unrelated
6309,262751,agree
6310,262752,unrelated
6311,262753,agree
6312,262754,agree
6313,262755,agree
6314,262756,unrelated
6315,262757,agree
6316,262758,agree
6317,262759,unrelated
6318,262760,unrelated
6319,262761,unrelated
6320,262762,unrelated
6321,262763,unrelated
6322,262764,unrelated
6323,262765,unrelated
6324,262766,unrelated
6325,262767,unrelated
6326,262768,unrelated
6327,262769,agree
6328,262770,unrelated
6329,262771,unrelated
6330,262772,unrelated
6331,262773,unrelated
6332,262774,agree
6333,262775,unrelated
6334,262776,agree
6335,262777,agree
6336,262778,unrelated
6337,262779,unrelated
6338,262780,agree
6339,262781,unrelated
6340,262782,unrelated
6341,262783,agree
6342,262784,agree
6343,262785,unrelated
6344,262786,unrelated
6345,262787,unrelated
6346,262788,unrelated
6347,262789,unrelated
6348,262790,unrelated
6349,262791,unrelated
6350,262792,unrelated
6351,262793,unrelated
6352,262794,unrelated
6353,262795,unrelated
6354,262796,agree
6355,262797,unrelated
6356,262798,agree
6357,262799,agree
6358,262800,unrelated
6359,262801,agree
6360,262802,agree
6361,262803,unrelated
6362,262804,agree
6363,262805,agree
6364,262806,agree
6365,262807,unrelated
6366,262808,agree
6367,262809,unrelated
6368,262810,unrelated
6369,262811,unrelated
6370,262812,unrelated
6371,262813,unrelated
6372,262814,unrelated
6373,262815,agree
6374,262816,unrelated
6375,262817,unrelated
6376,262818,unrelated
6377,262819,unrelated
6378,262820,unrelated
6379,262821,unrelated
6380,262822,unrelated
6381,262823,unrelated
6382,262824,unrelated
6383,262825,unrelated
6384,262826,unrelated
6385,262827,unrelated
6386,262828,unrelated
6387,262829,unrelated
6388,262830,unrelated
6389,262831,unrelated
6390,262832,unrelated
6391,262833,unrelated
6392,262834,unrelated
6393,262835,unrelated
6394,262836,unrelated
6395,262837,unrelated
6396,262838,unrelated
6397,262839,agree
6398,262840,unrelated
6399,262841,unrelated
6400,262842,agree
6401,262843,unrelated
6402,262844,unrelated
6403,262845,agree
6404,262846,agree
6405,262847,unrelated
6406,262848,unrelated
6407,262849,unrelated
6408,262850,agree
6409,262851,unrelated
6410,262852,unrelated
6411,262853,agree
6412,262854,agree
6413,262855,unrelated
6414,262856,unrelated
6415,262857,agree
6416,262858,unrelated
6417,262859,agree
6418,262860,unrelated
6419,262861,agree
6420,262862,unrelated
6421,262863,unrelated
6422,262864,unrelated
6423,262865,unrelated
6424,262866,unrelated
6425,262867,agree
6426,262868,unrelated
6427,262869,unrelated
6428,262870,unrelated
6429,262871,unrelated
6430,262872,unrelated
6431,262873,agree
6432,262874,unrelated
6433,262875,agree
6434,262876,unrelated
6435,262877,agree
6436,262878,agree
6437,262879,unrelated
6438,262880,unrelated
6439,262881,unrelated
6440,262882,agree
6441,262883,unrelated
6442,262884,unrelated
6443,262885,agree
6444,262886,agree
6445,262887,agree
6446,262888,unrelated
6447,262889,unrelated
6448,262890,unrelated
6449,262891,unrelated
6450,262892,unrelated
6451,262893,unrelated
6452,262894,unrelated
6453,262895,unrelated
6454,262896,agree
6455,262897,agree
6456,262898,agree
6457,262899,unrelated
6458,262900,unrelated
6459,262901,unrelated
6460,262902,unrelated
6461,262903,agree
6462,262904,disagree
6463,262905,unrelated
6464,262906,unrelated
6465,262907,unrelated
6466,262908,unrelated
6467,262909,unrelated
6468,262910,unrelated
6469,262911,agree
6470,262912,unrelated
6471,262913,unrelated
6472,262914,unrelated
6473,262915,unrelated
6474,262916,unrelated
6475,262917,agree
6476,262918,agree
6477,262919,agree
6478,262920,unrelated
6479,262921,agree
6480,262922,unrelated
6481,262923,unrelated
6482,262924,unrelated
6483,262925,agree
6484,262926,unrelated
6485,262927,agree
6486,262928,agree
6487,262929,unrelated
6488,262930,unrelated
6489,262931,unrelated
6490,262932,unrelated
6491,262933,unrelated
6492,262934,unrelated
6493,262935,unrelated
6494,262936,unrelated
6495,262937,unrelated
6496,262938,unrelated
6497,262939,agree
6498,262940,unrelated
6499,262941,agree
6500,262942,agree
6501,262943,agree
6502,262944,unrelated
6503,262945,agree
6504,262946,unrelated
6505,262947,unrelated
6506,262948,unrelated
6507,262949,agree
6508,262950,unrelated
6509,262951,agree
6510,262952,unrelated
6511,262953,unrelated
6512,262954,unrelated
6513,262955,agree
6514,262956,unrelated
6515,262957,agree
6516,262958,agree
6517,262959,agree
6518,262960,unrelated
6519,262961,unrelated
6520,262962,agree
6521,262963,unrelated
6522,262964,unrelated
6523,262965,unrelated
6524,262966,unrelated
6525,262967,unrelated
6526,262968,agree
6527,262969,unrelated
6528,262970,unrelated
6529,262971,unrelated
6530,262972,unrelated
6531,262973,agree
6532,262974,unrelated
6533,262975,agree
6534,262976,agree
6535,262977,unrelated
6536,262978,agree
6537,262979,agree
6538,262980,unrelated
6539,262981,unrelated
6540,262982,unrelated
6541,262983,unrelated
6542,262984,agree
6543,262985,unrelated
6544,262986,unrelated
6545,262987,agree
6546,262988,agree
6547,262989,agree
6548,262990,unrelated
6549,262991,unrelated
6550,262992,agree
6551,262993,unrelated
6552,262994,unrelated
6553,262995,agree
6554,262996,unrelated
6555,262997,unrelated
6556,262998,unrelated
6557,262999,unrelated
6558,263000,unrelated
6559,263001,unrelated
6560,263002,unrelated
6561,263003,agree
6562,263004,unrelated
6563,263005,agree
6564,263006,unrelated
6565,263007,unrelated
6566,263008,agree
6567,263009,unrelated
6568,263010,agree
6569,263011,unrelated
6570,263012,unrelated
6571,263013,unrelated
6572,263014,unrelated
6573,263015,unrelated
6574,263016,unrelated
6575,263017,unrelated
6576,263018,unrelated
6577,263019,unrelated
6578,263020,agree
6579,263021,agree
6580,263022,unrelated
6581,263023,unrelated
6582,263024,unrelated
6583,263025,unrelated
6584,263026,unrelated
6585,263027,agree
6586,263028,unrelated
6587,263029,unrelated
6588,263030,unrelated
6589,263031,unrelated
6590,263032,agree
6591,263033,unrelated
6592,263034,unrelated
6593,263035,unrelated
6594,263036,unrelated
6595,263037,unrelated
6596,263038,unrelated
6597,263039,unrelated
6598,263040,unrelated
6599,263041,unrelated
6600,263042,unrelated
6601,263043,unrelated
6602,263044,agree
6603,263045,unrelated
6604,263046,unrelated
6605,263047,unrelated
6606,263048,agree
6607,263049,unrelated
6608,263050,agree
6609,263051,agree
6610,263052,unrelated
6611,263053,unrelated
6612,263054,unrelated
6613,263055,unrelated
6614,263056,agree
6615,263057,unrelated
6616,263058,unrelated
6617,263059,unrelated
6618,263060,unrelated
6619,263061,unrelated
6620,263062,unrelated
6621,263063,agree
6622,263064,unrelated
6623,263065,unrelated
6624,263066,agree
6625,263067,agree
6626,263068,agree
6627,263069,agree
6628,263070,unrelated
6629,263071,unrelated
6630,263072,agree
6631,263073,unrelated
6632,263074,unrelated
6633,263075,agree
6634,263076,unrelated
6635,263077,unrelated
6636,263078,unrelated
6637,263079,agree
6638,263080,agree
6639,263081,agree
6640,263082,agree
6641,263083,unrelated
6642,263084,agree
6643,263085,agree
6644,263086,unrelated
6645,263087,unrelated
6646,263088,unrelated
6647,263089,unrelated
6648,263090,unrelated
6649,263091,agree
6650,263092,unrelated
6651,263093,unrelated
6652,263094,unrelated
6653,263095,unrelated
6654,263096,agree
6655,263097,agree
6656,263098,unrelated
6657,263099,unrelated
6658,263100,unrelated
6659,263101,agree
6660,263102,unrelated
6661,263103,unrelated
6662,263104,unrelated
6663,263105,unrelated
6664,263106,agree
6665,263107,agree
6666,263108,unrelated
6667,263109,unrelated
6668,263110,unrelated
6669,263111,agree
6670,263112,agree
6671,263113,agree
6672,263114,agree
6673,263115,unrelated
6674,263116,unrelated
6675,263117,unrelated
6676,263118,agree
6677,263119,unrelated
6678,263120,agree
6679,263121,agree
6680,263122,unrelated
6681,263123,unrelated
6682,263124,unrelated
6683,263125,unrelated
6684,263126,unrelated
6685,263127,unrelated
6686,263128,unrelated
6687,263129,unrelated
6688,263130,unrelated
6689,263131,agree
6690,263132,agree
6691,263133,unrelated
6692,263134,unrelated
6693,263135,unrelated
6694,263136,unrelated
6695,263137,unrelated
6696,263138,unrelated
6697,263139,unrelated
6698,263140,agree
6699,263141,unrelated
6700,263142,agree
6701,263143,unrelated
6702,263144,unrelated
6703,263145,unrelated
6704,263146,unrelated
6705,263147,unrelated
6706,263148,agree
6707,263149,agree
6708,263150,unrelated
6709,263151,unrelated
6710,263152,unrelated
6711,263153,unrelated
6712,263154,agree
6713,263155,unrelated
6714,263156,unrelated
6715,263157,unrelated
6716,263158,unrelated
6717,263159,agree
6718,263160,unrelated
6719,263161,agree
6720,263162,agree
6721,263163,disagree
6722,263164,agree
6723,263165,agree
6724,263166,unrelated
6725,263167,agree
6726,263168,unrelated
6727,263169,unrelated
6728,263170,unrelated
6729,263171,agree
6730,263172,unrelated
6731,263173,unrelated
6732,263174,agree
6733,263175,unrelated
6734,263176,unrelated
6735,263177,agree
6736,263178,unrelated
6737,263179,unrelated
6738,263180,unrelated
6739,263181,unrelated
6740,263182,unrelated
6741,263183,agree
6742,263184,agree
6743,263185,unrelated
6744,263186,unrelated
6745,263187,unrelated
6746,263188,unrelated
6747,263189,unrelated
6748,263190,unrelated
6749,263191,unrelated
6750,263192,unrelated
6751,263193,unrelated
6752,263194,unrelated
6753,263195,agree
6754,263196,unrelated
6755,263197,agree
6756,263198,unrelated
6757,263199,unrelated
6758,263200,agree
6759,263201,agree
6760,263202,unrelated
6761,263203,agree
6762,263204,unrelated
6763,263205,agree
6764,263206,agree
6765,263207,unrelated
6766,263208,unrelated
6767,263209,agree
6768,263210,agree
6769,263211,unrelated
6770,263212,unrelated
6771,263213,agree
6772,263214,unrelated
6773,263215,agree
6774,263216,unrelated
6775,263217,agree
6776,263218,unrelated
6777,263219,agree
6778,263220,unrelated
6779,263221,unrelated
6780,263222,agree
6781,263223,unrelated
6782,263224,agree
6783,263225,agree
6784,263226,unrelated
6785,263227,unrelated
6786,263228,unrelated
6787,263229,unrelated
6788,263230,unrelated
6789,263231,agree
6790,263232,unrelated
6791,263233,unrelated
6792,263234,unrelated
6793,263235,agree
6794,263236,unrelated
6795,263237,unrelated
6796,263238,unrelated
6797,263239,unrelated
6798,263240,agree
6799,263241,unrelated
6800,263242,unrelated
6801,263243,agree
6802,263244,unrelated
6803,263245,agree
6804,263246,unrelated
6805,263247,unrelated
6806,263248,unrelated
6807,263249,unrelated
6808,263250,unrelated
6809,263251,unrelated
6810,263252,unrelated
6811,263253,agree
6812,263254,unrelated
6813,263255,unrelated
6814,263256,agree
6815,263257,agree
6816,263258,agree
6817,263259,unrelated
6818,263260,unrelated
6819,263261,unrelated
6820,263262,unrelated
6821,263263,agree
6822,263264,unrelated
6823,263265,unrelated
6824,263266,unrelated
6825,263267,unrelated
6826,263268,unrelated
6827,263269,agree
6828,263270,unrelated
6829,263271,agree
6830,263272,unrelated
6831,263273,agree
6832,263274,unrelated
6833,263275,disagree
6834,263276,unrelated
6835,263277,unrelated
6836,263278,unrelated
6837,263279,unrelated
6838,263280,unrelated
6839,263281,agree
6840,263282,agree
6841,263283,unrelated
6842,263284,unrelated
6843,263285,unrelated
6844,263286,unrelated
6845,263287,unrelated
6846,263288,agree
6847,263289,unrelated
6848,263290,agree
6849,263291,unrelated
6850,263292,agree
6851,263293,agree
6852,263294,unrelated
6853,263295,unrelated
6854,263296,unrelated
6855,263297,unrelated
6856,263298,unrelated
6857,263299,unrelated
6858,263300,unrelated
6859,263301,unrelated
6860,263302,agree
6861,263303,agree
6862,263304,unrelated
6863,263305,unrelated
6864,263306,agree
6865,263307,unrelated
6866,263308,unrelated
6867,263309,agree
6868,263310,unrelated
6869,263311,unrelated
6870,263312,agree
6871,263313,unrelated
6872,263314,unrelated
6873,263315,agree
6874,263316,agree
6875,263317,agree
6876,263318,unrelated
6877,263319,unrelated
6878,263320,unrelated
6879,263321,unrelated
6880,263322,unrelated
6881,263323,agree
6882,263324,unrelated
6883,263325,unrelated
6884,263326,unrelated
6885,263327,unrelated
6886,263328,unrelated
6887,263329,unrelated
6888,263330,unrelated
6889,263331,unrelated
6890,263332,agree
6891,263333,agree
6892,263334,unrelated
6893,263335,unrelated
6894,263336,agree
6895,263337,agree
6896,263338,unrelated
6897,263339,unrelated
6898,263340,unrelated
6899,263341,unrelated
6900,263342,unrelated
6901,263343,unrelated
6902,263344,unrelated
6903,263345,unrelated
6904,263346,agree
6905,263347,unrelated
6906,263348,unrelated
6907,263349,unrelated
6908,263350,unrelated
6909,263351,unrelated
6910,263352,unrelated
6911,263353,disagree
6912,263354,unrelated
6913,263355,unrelated
6914,263356,agree
6915,263357,agree
6916,263358,unrelated
6917,263359,unrelated
6918,263360,unrelated
6919,263361,unrelated
6920,263362,agree
6921,263363,unrelated
6922,263364,unrelated
6923,263365,unrelated
6924,263366,agree
6925,263367,agree
6926,263368,unrelated
6927,263369,agree
6928,263370,unrelated
6929,263371,agree
6930,263372,unrelated
6931,263373,unrelated
6932,263374,unrelated
6933,263375,agree
6934,263376,unrelated
6935,263377,unrelated
6936,263378,unrelated
6937,263379,unrelated
6938,263380,agree
6939,263381,unrelated
6940,263382,unrelated
6941,263383,unrelated
6942,263384,unrelated
6943,263385,unrelated
6944,263386,agree
6945,263387,unrelated
6946,263388,unrelated
6947,263389,unrelated
6948,263390,unrelated
6949,263391,unrelated
6950,263392,unrelated
6951,263393,agree
6952,263394,unrelated
6953,263395,unrelated
6954,263396,agree
6955,263397,agree
6956,263398,unrelated
6957,263399,unrelated
6958,263400,unrelated
6959,263401,unrelated
6960,263402,unrelated
6961,263403,unrelated
6962,263404,unrelated
6963,263405,unrelated
6964,263406,unrelated
6965,263407,agree
6966,263408,agree
6967,263409,unrelated
6968,263410,unrelated
6969,263411,unrelated
6970,263412,agree
6971,263413,unrelated
6972,263414,unrelated
6973,263415,unrelated
6974,263416,agree
6975,263417,agree
6976,263418,unrelated
6977,263419,unrelated
6978,263420,agree
6979,263421,agree
6980,263422,agree
6981,263423,unrelated
6982,263424,agree
6983,263425,unrelated
6984,263426,unrelated
6985,263427,unrelated
6986,263428,unrelated
6987,263429,agree
6988,263430,unrelated
6989,263431,unrelated
6990,263432,unrelated
6991,263433,agree
6992,263434,agree
6993,263435,unrelated
6994,263436,unrelated
6995,263437,agree
6996,263438,agree
6997,263439,unrelated
6998,263440,unrelated
6999,263441,agree
7000,263442,agree
7001,263443,unrelated
7002,263444,unrelated
7003,263445,unrelated
7004,263446,unrelated
7005,263447,agree
7006,263448,agree
7007,263449,unrelated
7008,263450,unrelated
7009,263451,unrelated
7010,263452,unrelated
7011,263453,unrelated
7012,263454,unrelated
7013,263455,unrelated
7014,263456,agree
7015,263457,unrelated
7016,263458,unrelated
7017,263459,agree
7018,263460,unrelated
7019,263461,agree
7020,263462,agree
7021,263463,unrelated
7022,263464,agree
7023,263465,agree
7024,263466,unrelated
7025,263467,agree
7026,263468,unrelated
7027,263469,unrelated
7028,263470,agree
7029,263471,agree
7030,263472,agree
7031,263473,unrelated
7032,263474,unrelated
7033,263475,unrelated
7034,263476,unrelated
7035,263477,unrelated
7036,263478,unrelated
7037,263479,agree
7038,263480,agree
7039,263481,unrelated
7040,263482,unrelated
7041,263483,unrelated
7042,263484,unrelated
7043,263485,unrelated
7044,263486,unrelated
7045,263487,unrelated
7046,263488,agree
7047,263489,unrelated
7048,263490,disagree
7049,263491,agree
7050,263492,unrelated
7051,263493,unrelated
7052,263494,agree
7053,263495,unrelated
7054,263496,unrelated
7055,263497,unrelated
7056,263498,agree
7057,263499,agree
7058,263500,unrelated
7059,263501,unrelated
7060,263502,unrelated
7061,263503,unrelated
7062,263504,unrelated
7063,263505,unrelated
7064,263506,unrelated
7065,263507,unrelated
7066,263508,unrelated
7067,263509,unrelated
7068,263510,unrelated
7069,263511,unrelated
7070,263512,agree
7071,263513,unrelated
7072,263514,unrelated
7073,263515,unrelated
7074,263516,unrelated
7075,263517,disagree
7076,263518,unrelated
7077,263519,unrelated
7078,263520,unrelated
7079,263521,unrelated
7080,263522,unrelated
7081,263523,unrelated
7082,263524,unrelated
7083,263525,unrelated
7084,263526,unrelated
7085,263527,unrelated
7086,263528,agree
7087,263529,unrelated
7088,263530,unrelated
7089,263531,unrelated
7090,263532,unrelated
7091,263533,unrelated
7092,263534,unrelated
7093,263535,unrelated
7094,263536,agree
7095,263537,agree
7096,263538,agree
7097,263539,unrelated
7098,263540,unrelated
7099,263541,unrelated
7100,263542,unrelated
7101,263543,unrelated
7102,263544,unrelated
7103,263545,unrelated
7104,263546,unrelated
7105,263547,unrelated
7106,263548,agree
7107,263549,unrelated
7108,263550,unrelated
7109,263551,disagree
7110,263552,agree
7111,263553,agree
7112,263554,unrelated
7113,263555,unrelated
7114,263556,unrelated
7115,263557,unrelated
7116,263558,unrelated
7117,263559,unrelated
7118,263560,unrelated
7119,263561,unrelated
7120,263562,unrelated
7121,263563,unrelated
7122,263564,unrelated
7123,263565,unrelated
7124,263566,agree
7125,263567,agree
7126,263568,unrelated
7127,263569,unrelated
7128,263570,agree
7129,263571,unrelated
7130,263572,agree
7131,263573,unrelated
7132,263574,unrelated
7133,263575,unrelated
7134,263576,unrelated
7135,263577,unrelated
7136,263578,unrelated
7137,263579,unrelated
7138,263580,agree
7139,263581,agree
7140,263582,unrelated
7141,263583,unrelated
7142,263584,unrelated
7143,263585,agree
7144,263586,unrelated
7145,263587,agree
7146,263588,unrelated
7147,263589,unrelated
7148,263590,unrelated
7149,263591,agree
7150,263592,unrelated
7151,263593,agree
7152,263594,agree
7153,263595,unrelated
7154,263596,unrelated
7155,263597,unrelated
7156,263598,agree
7157,263599,unrelated
7158,263600,agree
7159,263601,agree
7160,263602,unrelated
7161,263603,unrelated
7162,263604,unrelated
7163,263605,unrelated
7164,263606,unrelated
7165,263607,unrelated
7166,263608,unrelated
7167,263609,unrelated
7168,263610,agree
7169,263611,unrelated
7170,263612,unrelated
7171,263613,unrelated
7172,263614,unrelated
7173,263615,unrelated
7174,263616,unrelated
7175,263617,unrelated
7176,263618,unrelated
7177,263619,unrelated
7178,263620,agree
7179,263621,unrelated
7180,263622,unrelated
7181,263623,unrelated
7182,263624,agree
7183,263625,unrelated
7184,263626,unrelated
7185,263627,unrelated
7186,263628,unrelated
7187,263629,unrelated
7188,263630,unrelated
7189,263631,agree
7190,263632,agree
7191,263633,agree
7192,263634,unrelated
7193,263635,agree
7194,263636,agree
7195,263637,unrelated
7196,263638,unrelated
7197,263639,unrelated
7198,263640,unrelated
7199,263641,unrelated
7200,263642,unrelated
7201,263643,unrelated
7202,263644,unrelated
7203,263645,unrelated
7204,263646,unrelated
7205,263647,unrelated
7206,263648,agree
7207,263649,unrelated
7208,263650,unrelated
7209,263651,unrelated
7210,263652,unrelated
7211,263653,agree
7212,263654,unrelated
7213,263655,unrelated
7214,263656,unrelated
7215,263657,agree
7216,263658,unrelated
7217,263659,unrelated
7218,263660,unrelated
7219,263661,unrelated
7220,263662,unrelated
7221,263663,unrelated
7222,263664,unrelated
7223,263665,unrelated
7224,263666,agree
7225,263667,unrelated
7226,263668,unrelated
7227,263669,unrelated
7228,263670,unrelated
7229,263671,unrelated
7230,263672,agree
7231,263673,unrelated
7232,263674,unrelated
7233,263675,unrelated
7234,263676,unrelated
7235,263677,agree
7236,263678,agree
7237,263679,unrelated
7238,263680,unrelated
7239,263681,unrelated
7240,263682,unrelated
7241,263683,unrelated
7242,263684,unrelated
7243,263685,agree
7244,263686,agree
7245,263687,agree
7246,263688,unrelated
7247,263689,unrelated
7248,263690,unrelated
7249,263691,unrelated
7250,263692,agree
7251,263693,unrelated
7252,263694,agree
7253,263695,unrelated
7254,263696,unrelated
7255,263697,unrelated
7256,263698,unrelated
7257,263699,agree
7258,263700,agree
7259,263701,agree
7260,263702,unrelated
7261,263703,unrelated
7262,263704,unrelated
7263,263705,unrelated
7264,263706,unrelated
7265,263707,unrelated
7266,263708,unrelated
7267,263709,unrelated
7268,263710,agree
7269,263711,unrelated
7270,263712,agree
7271,263713,unrelated
7272,263714,agree
7273,263715,agree
7274,263716,unrelated
7275,263717,unrelated
7276,263718,unrelated
7277,263719,unrelated
7278,263720,agree
7279,263721,unrelated
7280,263722,unrelated
7281,263723,unrelated
7282,263724,unrelated
7283,263725,unrelated
7284,263726,unrelated
7285,263727,unrelated
7286,263728,unrelated
7287,263729,unrelated
7288,263730,unrelated
7289,263731,agree
7290,263732,unrelated
7291,263733,agree
7292,263734,agree
7293,263735,unrelated
7294,263736,unrelated
7295,263737,unrelated
7296,263738,agree
7297,263739,agree
7298,263740,unrelated
7299,263741,agree
7300,263742,unrelated
7301,263743,unrelated
7302,263744,unrelated
7303,263745,unrelated
7304,263746,agree
7305,263747,unrelated
7306,263748,unrelated
7307,263749,agree
7308,263750,agree
7309,263751,unrelated
7310,263752,unrelated
7311,263753,unrelated
7312,263754,agree
7313,263755,unrelated
7314,263756,agree
7315,263757,unrelated
7316,263758,agree
7317,263759,unrelated
7318,263760,unrelated
7319,263761,agree
7320,263762,unrelated
7321,263763,unrelated
7322,263764,unrelated
7323,263765,agree
7324,263766,unrelated
7325,263767,unrelated
7326,263768,agree
7327,263769,agree
7328,263770,unrelated
7329,263771,unrelated
7330,263772,unrelated
7331,263773,unrelated
7332,263774,unrelated
7333,263775,agree
7334,263776,unrelated
7335,263777,unrelated
7336,263778,agree
7337,263779,unrelated
7338,263780,unrelated
7339,263781,unrelated
7340,263782,unrelated
7341,263783,unrelated
7342,263784,unrelated
7343,263785,unrelated
7344,263786,unrelated
7345,263787,unrelated
7346,263788,unrelated
7347,263789,unrelated
7348,263790,unrelated
7349,263791,unrelated
7350,263792,unrelated
7351,263793,unrelated
7352,263794,unrelated
7353,263795,agree
7354,263796,unrelated
7355,263797,agree
7356,263798,agree
7357,263799,unrelated
7358,263800,unrelated
7359,263801,agree
7360,263802,unrelated
7361,263803,agree
7362,263804,unrelated
7363,263805,unrelated
7364,263806,unrelated
7365,263807,agree
7366,263808,unrelated
7367,263809,unrelated
7368,263810,unrelated
7369,263811,agree
7370,263812,unrelated
7371,263813,unrelated
7372,263814,agree
7373,263815,agree
7374,263816,agree
7375,263817,unrelated
7376,263818,unrelated
7377,263819,unrelated
7378,263820,unrelated
7379,263821,unrelated
7380,263822,unrelated
7381,263823,unrelated
7382,263824,unrelated
7383,263825,unrelated
7384,263826,unrelated
7385,263827,unrelated
7386,263828,unrelated
7387,263829,unrelated
7388,263830,unrelated
7389,263831,unrelated
7390,263832,unrelated
7391,263833,unrelated
7392,263834,unrelated
7393,263835,agree
7394,263836,unrelated
7395,263837,unrelated
7396,263838,unrelated
7397,263839,agree
7398,263840,unrelated
7399,263841,agree
7400,263842,unrelated
7401,263843,agree
7402,263844,agree
7403,263845,unrelated
7404,263846,unrelated
7405,263847,unrelated
7406,263848,agree
7407,263849,unrelated
7408,263850,agree
7409,263851,agree
7410,263852,unrelated
7411,263853,agree
7412,263854,agree
7413,263855,agree
7414,263856,unrelated
7415,263857,unrelated
7416,263858,unrelated
7417,263859,unrelated
7418,263860,unrelated
7419,263861,unrelated
7420,263862,unrelated
7421,263863,unrelated
7422,263864,unrelated
7423,263865,unrelated
7424,263866,unrelated
7425,263867,agree
7426,263868,agree
7427,263869,unrelated
7428,263870,unrelated
7429,263871,unrelated
7430,263872,unrelated
7431,263873,agree
7432,263874,agree
7433,263875,unrelated
7434,263876,unrelated
7435,263877,unrelated
7436,263878,agree
7437,263879,unrelated
7438,263880,agree
7439,263881,unrelated
7440,263882,unrelated
7441,263883,agree
7442,263884,agree
7443,263885,agree
7444,263886,agree
7445,263887,unrelated
7446,263888,agree
7447,263889,unrelated
7448,263890,agree
7449,263891,unrelated
7450,263892,agree
7451,263893,agree
7452,263894,unrelated
7453,263895,unrelated
7454,263896,unrelated
7455,263897,unrelated
7456,263898,unrelated
7457,263899,unrelated
7458,263900,unrelated
7459,263901,agree
7460,263902,unrelated
7461,263903,unrelated
7462,263904,unrelated
7463,263905,unrelated
7464,263906,unrelated
7465,263907,agree
7466,263908,agree
7467,263909,unrelated
7468,263910,agree
7469,263911,unrelated
7470,263912,unrelated
7471,263913,agree
7472,263914,unrelated
7473,263915,agree
7474,263916,agree
7475,263917,unrelated
7476,263918,unrelated
7477,263919,unrelated
7478,263920,unrelated
7479,263921,unrelated
7480,263922,unrelated
7481,263923,unrelated
7482,263924,unrelated
7483,263925,unrelated
7484,263926,unrelated
7485,263927,unrelated
7486,263928,unrelated
7487,263929,unrelated
7488,263930,agree
7489,263931,agree
7490,263932,agree
7491,263933,unrelated
7492,263934,unrelated
7493,263935,agree
7494,263936,agree
7495,263937,agree
7496,263938,disagree
7497,263939,agree
7498,263940,agree
7499,263941,agree
7500,263942,unrelated
7501,263943,unrelated
7502,263944,agree
7503,263945,unrelated
7504,263946,unrelated
7505,263947,unrelated
7506,263948,agree
7507,263949,unrelated
7508,263950,unrelated
7509,263951,unrelated
7510,263952,agree
7511,263953,unrelated
7512,263954,unrelated
7513,263955,unrelated
7514,263956,unrelated
7515,263957,unrelated
7516,263958,agree
7517,263959,unrelated
7518,263960,unrelated
7519,263961,agree
7520,263962,agree
7521,263963,unrelated
7522,263964,unrelated
7523,263965,unrelated
7524,263966,unrelated
7525,263967,unrelated
7526,263968,unrelated
7527,263969,unrelated
7528,263970,agree
7529,263971,agree
7530,263972,unrelated
7531,263973,unrelated
7532,263974,unrelated
7533,263975,agree
7534,263976,unrelated
7535,263977,unrelated
7536,263978,unrelated
7537,263979,unrelated
7538,263980,agree
7539,263981,unrelated
7540,263982,unrelated
7541,263983,unrelated
7542,263984,unrelated
7543,263985,unrelated
7544,263986,unrelated
7545,263987,unrelated
7546,263988,agree
7547,263989,agree
7548,263990,agree
7549,263991,unrelated
7550,263992,unrelated
7551,263993,unrelated
7552,263994,agree
7553,263995,unrelated
7554,263996,agree
7555,263997,agree
7556,263998,unrelated
7557,263999,unrelated
7558,264000,unrelated
7559,264001,unrelated
7560,264002,agree
7561,264003,unrelated
7562,264004,unrelated
7563,264005,unrelated
7564,264006,unrelated
7565,264007,agree
7566,264008,agree
7567,264009,unrelated
7568,264010,agree
7569,264011,agree
7570,264012,agree
7571,264013,unrelated
7572,264014,unrelated
7573,264015,agree
7574,264016,agree
7575,264017,agree
7576,264018,agree
7577,264019,unrelated
7578,264020,unrelated
7579,264021,agree
7580,264022,agree
7581,264023,unrelated
7582,264024,agree
7583,264025,agree
7584,264026,unrelated
7585,264027,agree
7586,264028,unrelated
7587,264029,unrelated
7588,264030,agree
7589,264031,unrelated
7590,264032,agree
7591,264033,agree
7592,264034,unrelated
7593,264035,unrelated
7594,264036,unrelated
7595,264037,agree
7596,264038,agree
7597,264039,unrelated
7598,264040,agree
7599,264041,unrelated
7600,264042,unrelated
7601,264043,unrelated
7602,264044,unrelated
7603,264045,unrelated
7604,264046,unrelated
7605,264047,agree
7606,264048,unrelated
7607,264049,unrelated
7608,264050,unrelated
7609,264051,unrelated
7610,264052,agree
7611,264053,agree
7612,264054,unrelated
7613,264055,agree
7614,264056,unrelated
7615,264057,unrelated
7616,264058,agree
7617,264059,unrelated
7618,264060,unrelated
7619,264061,unrelated
7620,264062,unrelated
7621,264063,unrelated
7622,264064,unrelated
7623,264065,agree
7624,264066,unrelated
7625,264067,agree
